minbucket	cp	max_depth	min_split	ganancia_promedio
500	-0.3	20	200	11830000
500	-0.3	20	100	11830000
500	-0.3	20	50	11830000
500	-0.3	20	20	11830000
500	-0.3	20	10	11830000
500	-0.3	50	2000	10226667
500	-0.3	50	1000	11830000
500	-0.3	50	800	11830000
500	-0.3	50	600	11830000
500	-0.3	50	400	11830000
500	-0.3	50	200	11830000
500	-0.3	50	100	11830000
500	-0.3	50	50	11830000
500	-0.3	50	20	11830000
500	-0.3	50	10	11830000
500	-0.3	750	2000	10226667
500	-0.3	750	1000	11830000
500	-0.3	750	800	11830000
500	-0.3	750	600	11830000
500	-0.3	750	400	11830000
500	-0.3	750	200	11830000
500	-0.3	750	100	11830000
500	-0.3	750	50	11830000
500	-0.3	750	20	11830000
500	-0.3	750	10	11830000
500	-0.3	1000	2000	10226667
500	-0.3	1000	1000	11830000
500	-0.3	1000	800	11830000
500	-0.3	1000	600	11830000
500	-0.3	1000	400	11830000
500	-0.3	1000	200	11830000
500	-0.3	1000	100	11830000
500	-0.3	1000	50	11830000
500	-0.3	1000	20	11830000
500	-0.3	1000	10	11830000
500	-0.2	4	2000	10733333
500	-0.2	4	1000	10810000
500	-0.2	4	800	10810000
500	-0.2	4	600	10810000
500	-0.2	4	400	10810000
500	-0.2	4	200	10810000
500	-0.2	4	100	10810000
500	-0.2	4	50	10810000
500	-0.2	4	20	10810000
500	-0.2	4	10	10810000
500	-0.2	6	2000	10226667
500	-0.2	6	1000	11716667
500	-0.2	6	800	11716667
500	-0.2	6	600	11716667
500	-0.2	6	400	11716667
500	-0.2	6	200	11716667
500	-0.2	6	100	11716667
500	-0.2	6	50	11716667
500	-0.2	6	20	11716667
500	-0.2	6	10	11716667
500	-0.2	8	2000	10226667
500	-0.2	8	1000	11830000
500	-0.2	8	800	11830000
500	-0.2	8	600	11830000
500	-0.2	8	400	11830000
500	-0.2	8	200	11830000
500	-0.2	8	100	11830000
500	-0.2	8	50	11830000
500	-0.2	8	20	11830000
500	-0.2	8	10	11830000
500	-0.2	10	2000	10226667
500	-0.2	10	1000	11830000
500	-0.2	10	800	11830000
500	-0.2	10	600	11830000
500	-0.2	10	400	11830000
500	-0.2	10	200	11830000
500	-0.2	10	100	11830000
500	-0.2	10	50	11830000
500	-0.2	10	20	11830000
500	-0.2	10	10	11830000
500	-0.2	12	2000	10226667
500	-0.2	12	1000	11830000
500	-0.2	12	800	11830000
500	-0.2	12	600	11830000
500	-0.2	12	400	11830000
500	-0.2	12	200	11830000
500	-0.2	12	100	11830000
500	-0.2	12	50	11830000
500	-0.2	12	20	11830000
500	-0.2	12	10	11830000
500	-0.2	16	2000	10226667
500	-0.2	16	1000	11830000
500	-0.2	16	800	11830000
500	-0.2	16	600	11830000
500	-0.2	16	400	11830000
500	-0.2	16	200	11830000
500	-0.2	16	100	11830000
500	-0.2	16	50	11830000
500	-0.2	16	20	11830000
500	-0.2	16	10	11830000
500	-0.2	20	2000	10226667
500	-0.2	20	1000	11830000
500	-0.2	20	800	11830000
500	-0.2	20	600	11830000
500	-0.2	20	400	11830000
500	-0.2	20	200	11830000
500	-0.2	20	100	11830000
500	-0.2	20	50	11830000
500	-0.2	20	20	11830000
500	-0.2	20	10	11830000
500	-0.2	50	2000	10226667
500	-0.2	50	1000	11830000
500	-0.2	50	800	11830000
500	-0.2	50	600	11830000
500	-0.2	50	400	11830000
500	-0.2	50	200	11830000
500	-0.2	50	100	11830000
500	-0.2	50	50	11830000
500	-0.2	50	20	11830000
500	-0.2	50	10	11830000
500	-0.2	750	2000	10226667
500	-0.2	750	1000	11830000
500	-0.2	750	800	11830000
500	-0.2	750	600	11830000
500	-0.2	750	400	11830000
500	-0.2	750	200	11830000
500	-0.2	750	100	11830000
500	-0.2	750	50	11830000
500	-0.2	750	20	11830000
500	-0.2	750	10	11830000
500	-0.2	1000	2000	10226667
500	-0.2	1000	1000	11830000
500	-0.2	1000	800	11830000
500	-0.2	1000	600	11830000
500	-0.2	1000	400	11830000
500	-0.2	1000	200	11830000
500	-0.2	1000	100	11830000
500	-0.2	1000	50	11830000
500	-0.2	1000	20	11830000
500	-0.2	1000	10	11830000
500	-0.1	4	2000	10733333
500	-0.1	4	1000	10810000
500	-0.1	4	800	10810000
500	-0.1	4	600	10810000
500	-0.1	4	400	10810000
500	-0.1	4	200	10810000
500	-0.1	4	100	10810000
500	-0.1	4	50	10810000
500	-0.1	4	20	10810000
500	-0.1	4	10	10810000
500	-0.1	6	2000	10226667
500	-0.1	6	1000	11716667
500	-0.1	6	800	11716667
500	-0.1	6	600	11716667
500	-0.1	6	400	11716667
500	-0.1	6	200	11716667
500	-0.1	6	100	11716667
500	-0.1	6	50	11716667
500	-0.1	6	20	11716667
500	-0.1	6	10	11716667
500	-0.1	8	2000	10226667
500	-0.1	8	1000	11830000
500	-0.1	8	800	11830000
500	-0.1	8	600	11830000
500	-0.1	8	400	11830000
500	-0.1	8	200	11830000
500	-0.1	8	100	11830000
500	-0.1	8	50	11830000
500	-0.1	8	20	11830000
500	-0.1	8	10	11830000
500	-0.1	10	2000	10226667
500	-0.1	10	1000	11830000
500	-0.1	10	800	11830000
500	-0.1	10	600	11830000
500	-0.1	10	400	11830000
500	-0.1	10	200	11830000
500	-0.1	10	100	11830000
500	-0.1	10	50	11830000
500	-0.1	10	20	11830000
500	-0.1	10	10	11830000
500	-0.1	12	2000	10226667
500	-0.1	12	1000	11830000
500	-0.1	12	800	11830000
500	-0.1	12	600	11830000
500	-0.1	12	400	11830000
500	-0.1	12	200	11830000
500	-0.1	12	100	11830000
500	-0.1	12	50	11830000
500	-0.1	12	20	11830000
500	-0.1	12	10	11830000
500	-0.1	16	2000	10226667
500	-0.1	16	1000	11830000
500	-0.1	16	800	11830000
500	-0.1	16	600	11830000
500	-0.1	16	400	11830000
500	-0.1	16	200	11830000
500	-0.1	16	100	11830000
500	-0.1	16	50	11830000
500	-0.1	16	20	11830000
500	-0.1	16	10	11830000
500	-0.1	20	2000	10226667
500	-0.1	20	1000	11830000
500	-0.1	20	800	11830000
500	-0.1	20	600	11830000
500	-0.1	20	400	11830000
500	-0.1	20	200	11830000
500	-0.1	20	100	11830000
500	-0.1	20	50	11830000
500	-0.1	20	20	11830000
500	-0.1	20	10	11830000
500	-0.1	50	2000	10226667
500	-0.1	50	1000	11830000
500	-0.1	50	800	11830000
500	-0.1	50	600	11830000
500	-0.1	50	400	11830000
500	-0.1	50	200	11830000
500	-0.1	50	100	11830000
500	-0.1	50	50	11830000
500	-0.1	50	20	11830000
500	-0.1	50	10	11830000
500	-0.1	750	2000	10226667
500	-0.1	750	1000	11830000
500	-0.1	750	800	11830000
500	-0.1	750	600	11830000
500	-0.1	750	400	11830000
500	-0.1	750	200	11830000
500	-0.1	750	100	11830000
500	-0.1	750	50	11830000
500	-0.1	750	20	11830000
500	-0.1	750	10	11830000
500	-0.1	1000	2000	10226667
500	-0.1	1000	1000	11830000
500	-0.1	1000	800	11830000
500	-0.1	1000	600	11830000
500	-0.1	1000	400	11830000
500	-0.1	1000	200	11830000
500	-0.1	1000	100	11830000
500	-0.1	1000	50	11830000
500	-0.1	1000	20	11830000
500	-0.1	1000	10	11830000
500	0.1	4	2000	0
500	0.1	4	1000	0
500	0.1	4	800	0
500	0.1	4	600	0
500	0.1	4	400	0
500	0.1	4	200	0
500	0.1	4	100	0
500	0.1	4	50	0
500	0.1	4	20	0
500	0.1	4	10	0
500	0.1	6	2000	0
500	0.1	6	1000	0
500	0.1	6	800	0
500	0.1	6	600	0
500	0.1	6	400	0
500	0.1	6	200	0
500	0.1	6	100	0
500	0.1	6	50	0
500	0.1	6	20	0
500	0.1	6	10	0
500	0.1	8	2000	0
500	0.1	8	1000	0
500	0.1	8	800	0
500	0.1	8	600	0
500	0.1	8	400	0
500	0.1	8	200	0
500	0.1	8	100	0
500	0.1	8	50	0
500	0.1	8	20	0
500	0.1	8	10	0
500	0.1	10	2000	0
500	0.1	10	1000	0
500	0.1	10	800	0
500	0.1	10	600	0
500	0.1	10	400	0
500	0.1	10	200	0
500	0.1	10	100	0
500	0.1	10	50	0
500	0.1	10	20	0
500	0.1	10	10	0
500	0.1	12	2000	0
500	0.1	12	1000	0
500	0.1	12	800	0
500	0.1	12	600	0
500	0.1	12	400	0
500	0.1	12	200	0
500	0.1	12	100	0
500	0.1	12	50	0
500	0.1	12	20	0
500	0.1	12	10	0
500	0.1	16	2000	0
500	0.1	16	1000	0
500	0.1	16	800	0
500	0.1	16	600	0
500	0.1	16	400	0
500	0.1	16	200	0
500	0.1	16	100	0
500	0.1	16	50	0
500	0.1	16	20	0
500	0.1	16	10	0
500	0.1	20	2000	0
500	0.1	20	1000	0
500	0.1	20	800	0
500	0.1	20	600	0
500	0.1	20	400	0
500	0.1	20	200	0
500	0.1	20	100	0
500	0.1	20	50	0
500	0.1	20	20	0
500	0.1	20	10	0
500	0.1	50	2000	0
500	0.1	50	1000	0
500	0.1	50	800	0
500	0.1	50	600	0
500	0.1	50	400	0
500	0.1	50	200	0
500	0.1	50	100	0
500	0.1	50	50	0
500	0.1	50	20	0
500	0.1	50	10	0
500	0.1	750	2000	0
500	0.1	750	1000	0
500	0.1	750	800	0
500	0.1	750	600	0
500	0.1	750	400	0
500	0.1	750	200	0
500	0.1	750	100	0
500	0.1	750	50	0
500	0.1	750	20	0
500	0.1	750	10	0
500	0.1	1000	2000	0
500	0.1	1000	1000	0
500	0.1	1000	800	0
500	0.1	1000	600	0
500	0.1	1000	400	0
500	0.1	1000	200	0
500	0.1	1000	100	0
500	0.1	1000	50	0
500	0.1	1000	20	0
500	0.1	1000	10	0
500	0.2	4	2000	0
500	0.2	4	1000	0
500	0.2	4	800	0
500	0.2	4	600	0
500	0.2	4	400	0
500	0.2	4	200	0
500	0.2	4	100	0
500	0.2	4	50	0
500	0.2	4	20	0
500	0.2	4	10	0
500	0.2	6	2000	0
500	0.2	6	1000	0
500	0.2	6	800	0
500	0.2	6	600	0
500	0.2	6	400	0
500	0.2	6	200	0
500	0.2	6	100	0
500	0.2	6	50	0
500	0.2	6	20	0
500	0.2	6	10	0
500	0.2	8	2000	0
500	0.2	8	1000	0
500	0.2	8	800	0
500	0.2	8	600	0
500	0.2	8	400	0
500	0.2	8	200	0
500	0.2	8	100	0
500	0.2	8	50	0
500	0.2	8	20	0
500	0.2	8	10	0
500	0.2	10	2000	0
500	0.2	10	1000	0
500	0.2	10	800	0
500	0.2	10	600	0
500	0.2	10	400	0
500	0.2	10	200	0
500	0.2	10	100	0
500	0.2	10	50	0
500	0.2	10	20	0
500	0.2	10	10	0
500	0.2	12	2000	0
500	0.2	12	1000	0
500	0.2	12	800	0
500	0.2	12	600	0
500	0.2	12	400	0
500	0.2	12	200	0
500	0.2	12	100	0
500	0.2	12	50	0
500	0.2	12	20	0
500	0.2	12	10	0
500	0.2	16	2000	0
500	0.2	16	1000	0
500	0.2	16	800	0
500	0.2	16	600	0
500	0.2	16	400	0
500	0.2	16	200	0
500	0.2	16	100	0
500	0.2	16	50	0
500	0.2	16	20	0
500	0.2	16	10	0
500	0.2	20	2000	0
500	0.2	20	1000	0
500	0.2	20	800	0
500	0.2	20	600	0
500	0.2	20	400	0
500	0.2	20	200	0
500	0.2	20	100	0
500	0.2	20	50	0
500	0.2	20	20	0
500	0.2	20	10	0
500	0.2	50	2000	0
500	0.2	50	1000	0
500	0.2	50	800	0
500	0.2	50	600	0
500	0.2	50	400	0
500	0.2	50	200	0
500	0.2	50	100	0
500	0.2	50	50	0
500	0.2	50	20	0
500	0.2	50	10	0
500	0.2	750	2000	0
500	0.2	750	1000	0
500	0.2	750	800	0
500	0.2	750	600	0
500	0.2	750	400	0
500	0.2	750	200	0
500	0.2	750	100	0
500	0.2	750	50	0
500	0.2	750	20	0
500	0.2	750	10	0
500	0.2	1000	2000	0
500	0.2	1000	1000	0
500	0.2	1000	800	0
500	0.2	1000	600	0
500	0.2	1000	400	0
500	0.2	1000	200	0
500	0.2	1000	100	0
500	0.2	1000	50	0
500	0.2	1000	20	0
500	0.2	1000	10	0
700	-0.5	4	2000	10733333
700	-0.5	4	1000	11063333
700	-0.5	4	800	11063333
700	-0.5	4	600	11063333
700	-0.5	4	400	11063333
700	-0.5	4	200	11063333
700	-0.5	4	100	11063333
700	-0.5	4	50	11063333
700	-0.5	4	20	11063333
700	-0.5	4	10	11063333
700	-0.5	6	2000	10126667
700	-0.5	6	1000	10116667
700	-0.5	6	800	10116667
700	-0.5	6	600	10116667
700	-0.5	6	400	10116667
700	-0.5	6	200	10116667
700	-0.5	6	100	10116667
700	-0.5	6	50	10116667
700	-0.5	6	20	10116667
700	-0.5	6	10	10116667
700	-0.5	8	2000	10126667
700	-0.5	8	1000	10116667
700	-0.5	8	800	10116667
700	-0.5	8	600	10116667
700	-0.5	8	400	10116667
700	-0.5	8	200	10116667
700	-0.5	8	100	10116667
700	-0.5	8	50	10116667
700	-0.5	8	20	10116667
700	-0.5	8	10	10116667
700	-0.5	10	2000	10126667
700	-0.5	10	1000	10116667
700	-0.5	10	800	10116667
700	-0.5	10	600	10116667
700	-0.5	10	400	10116667
700	-0.5	10	200	10116667
700	-0.5	10	100	10116667
700	-0.5	10	50	10116667
700	-0.5	10	20	10116667
700	-0.5	10	10	10116667
700	-0.5	12	2000	10126667
700	-0.5	12	1000	10116667
700	-0.5	12	800	10116667
700	-0.5	12	600	10116667
700	-0.5	12	400	10116667
700	-0.5	12	200	10116667
700	-0.5	12	100	10116667
700	-0.5	12	50	10116667
700	-0.5	12	20	10116667
700	-0.5	12	10	10116667
700	-0.5	16	2000	10126667
700	-0.5	16	1000	10116667
700	-0.5	16	800	10116667
700	-0.5	16	600	10116667
700	-0.5	16	400	10116667
700	-0.5	16	200	10116667
700	-0.5	16	100	10116667
700	-0.5	16	50	10116667
700	-0.5	16	20	10116667
700	-0.5	16	10	10116667
700	-0.5	20	2000	10126667
700	-0.5	20	1000	10116667
700	-0.5	20	800	10116667
700	-0.5	20	600	10116667
700	-0.5	20	400	10116667
700	-0.5	20	200	10116667
700	-0.5	20	100	10116667
700	-0.5	20	50	10116667
700	-0.5	20	20	10116667
700	-0.5	20	10	10116667
700	-0.5	50	2000	10126667
700	-0.5	50	1000	10116667
700	-0.5	50	800	10116667
700	-0.5	50	600	10116667
700	-0.5	50	400	10116667
700	-0.5	50	200	10116667
700	-0.5	50	100	10116667
700	-0.5	50	50	10116667
700	-0.5	50	20	10116667
700	-0.5	50	10	10116667
700	-0.5	750	2000	10126667
700	-0.5	750	1000	10116667
700	-0.5	750	800	10116667
700	-0.5	750	600	10116667
700	-0.5	750	400	10116667
700	-0.5	750	200	10116667
700	-0.5	750	100	10116667
700	-0.5	750	50	10116667
700	-0.5	750	20	10116667
700	-0.5	750	10	10116667
700	-0.5	1000	2000	10126667
700	-0.5	1000	1000	10116667
700	-0.5	1000	800	10116667
700	-0.5	1000	600	10116667
700	-0.5	1000	400	10116667
700	-0.5	1000	200	10116667
700	-0.5	1000	100	10116667
700	-0.5	1000	50	10116667
700	-0.5	1000	20	10116667
700	-0.5	1000	10	10116667
700	-0.4	4	2000	10733333
700	-0.4	4	1000	11063333
700	-0.4	4	800	11063333
700	-0.4	4	600	11063333
700	-0.4	4	400	11063333
700	-0.4	4	200	11063333
700	-0.4	4	100	11063333
700	-0.4	4	50	11063333
700	-0.4	4	20	11063333
700	-0.4	4	10	11063333
700	-0.4	6	2000	10126667
700	-0.4	6	1000	10116667
700	-0.4	6	800	10116667
700	-0.4	6	600	10116667
700	-0.4	6	400	10116667
700	-0.4	6	200	10116667
700	-0.4	6	100	10116667
700	-0.4	6	50	10116667
700	-0.4	6	20	10116667
700	-0.4	6	10	10116667
700	-0.4	8	2000	10126667
700	-0.4	8	1000	10116667
700	-0.4	8	800	10116667
700	-0.4	8	600	10116667
700	-0.4	8	400	10116667
700	-0.4	8	200	10116667
700	-0.4	8	100	10116667
700	-0.4	8	50	10116667
700	-0.4	8	20	10116667
700	-0.4	8	10	10116667
700	-0.4	10	2000	10126667
700	-0.4	10	1000	10116667
700	-0.4	10	800	10116667
700	-0.4	10	600	10116667
700	-0.4	10	400	10116667
700	-0.4	10	200	10116667
700	-0.4	10	100	10116667
700	-0.4	10	50	10116667
700	-0.4	10	20	10116667
700	-0.4	10	10	10116667
700	-0.4	12	2000	10126667
700	-0.4	12	1000	10116667
700	-0.4	12	800	10116667
700	-0.4	12	600	10116667
700	-0.4	12	400	10116667
700	-0.4	12	200	10116667
700	-0.4	12	100	10116667
700	-0.4	12	50	10116667
700	-0.4	12	20	10116667
700	-0.4	12	10	10116667
700	-0.4	16	2000	10126667
700	-0.4	16	1000	10116667
700	-0.4	16	800	10116667
700	-0.4	16	600	10116667
700	-0.4	16	400	10116667
700	-0.4	16	200	10116667
700	-0.4	16	100	10116667
700	-0.4	16	50	10116667
700	-0.4	16	20	10116667
700	-0.4	16	10	10116667
700	-0.4	20	2000	10126667
700	-0.4	20	1000	10116667
700	-0.4	20	800	10116667
700	-0.4	20	600	10116667
700	-0.4	20	400	10116667
700	-0.4	20	200	10116667
700	-0.4	20	100	10116667
700	-0.4	20	50	10116667
700	-0.4	20	20	10116667
700	-0.4	20	10	10116667
700	-0.4	50	2000	10126667
700	-0.4	50	1000	10116667
700	-0.4	50	800	10116667
700	-0.4	50	600	10116667
700	-0.4	50	400	10116667
700	-0.4	50	200	10116667
700	-0.4	50	100	10116667
700	-0.4	50	50	10116667
700	-0.4	50	20	10116667
700	-0.4	50	10	10116667
700	-0.4	750	2000	10126667
700	-0.4	750	1000	10116667
700	-0.4	750	800	10116667
700	-0.4	750	600	10116667
700	-0.4	750	400	10116667
700	-0.4	750	200	10116667
700	-0.4	750	100	10116667
700	-0.4	750	50	10116667
700	-0.4	750	20	10116667
700	-0.4	750	10	10116667
700	-0.4	1000	2000	10126667
700	-0.4	1000	1000	10116667
700	-0.4	1000	800	10116667
700	-0.4	1000	600	10116667
700	-0.4	1000	400	10116667
700	-0.4	1000	200	10116667
700	-0.4	1000	100	10116667
700	-0.4	1000	50	10116667
700	-0.4	1000	20	10116667
700	-0.4	1000	10	10116667
700	-0.3	4	2000	10733333
700	-0.3	4	1000	11063333
700	-0.3	4	800	11063333
700	-0.3	4	600	11063333
700	-0.3	4	400	11063333
700	-0.3	4	200	11063333
700	-0.3	4	100	11063333
700	-0.3	4	50	11063333
700	-0.3	4	20	11063333
700	-0.3	4	10	11063333
700	-0.3	6	2000	10126667
700	-0.3	6	1000	10116667
700	-0.3	6	800	10116667
700	-0.3	6	600	10116667
700	-0.3	6	400	10116667
700	-0.3	6	200	10116667
700	-0.3	6	100	10116667
700	-0.3	6	50	10116667
700	-0.3	6	20	10116667
700	-0.3	6	10	10116667
700	-0.3	8	2000	10126667
700	-0.3	8	1000	10116667
700	-0.3	8	800	10116667
700	-0.3	8	600	10116667
700	-0.3	8	400	10116667
700	-0.3	8	200	10116667
700	-0.3	8	100	10116667
700	-0.3	8	50	10116667
700	-0.3	8	20	10116667
700	-0.3	8	10	10116667
700	-0.3	10	2000	10126667
700	-0.3	10	1000	10116667
700	-0.3	10	800	10116667
700	-0.3	10	600	10116667
700	-0.3	10	400	10116667
700	-0.3	10	200	10116667
700	-0.3	10	100	10116667
700	-0.3	10	50	10116667
700	-0.3	10	20	10116667
700	-0.3	10	10	10116667
700	-0.3	12	2000	10126667
700	-0.3	12	1000	10116667
700	-0.3	12	800	10116667
700	-0.3	12	600	10116667
700	-0.3	12	400	10116667
700	-0.3	12	200	10116667
700	-0.3	12	100	10116667
700	-0.3	12	50	10116667
700	-0.3	12	20	10116667
700	-0.3	12	10	10116667
700	-0.3	16	2000	10126667
700	-0.3	16	1000	10116667
700	-0.3	16	800	10116667
700	-0.3	16	600	10116667
700	-0.3	16	400	10116667
700	-0.3	16	200	10116667
700	-0.3	16	100	10116667
700	-0.3	16	50	10116667
700	-0.3	16	20	10116667
700	-0.3	16	10	10116667
700	-0.3	20	2000	10126667
700	-0.3	20	1000	10116667
700	-0.3	20	800	10116667
700	-0.3	20	600	10116667
700	-0.3	20	400	10116667
700	-0.3	20	200	10116667
700	-0.3	20	100	10116667
700	-0.3	20	50	10116667
700	-0.3	20	20	10116667
700	-0.3	20	10	10116667
700	-0.3	50	2000	10126667
700	-0.3	50	1000	10116667
700	-0.3	50	800	10116667
700	-0.3	50	600	10116667
700	-0.3	50	400	10116667
700	-0.3	50	200	10116667
700	-0.3	50	100	10116667
700	-0.3	50	50	10116667
700	-0.3	50	20	10116667
700	-0.3	50	10	10116667
700	-0.3	750	2000	10126667
700	-0.3	750	1000	10116667
700	-0.3	750	800	10116667
700	-0.3	750	600	10116667
700	-0.3	750	400	10116667
700	-0.3	750	200	10116667
700	-0.3	750	100	10116667
700	-0.3	750	50	10116667
700	-0.3	750	20	10116667
700	-0.3	750	10	10116667
700	-0.3	1000	2000	10126667
700	-0.3	1000	1000	10116667
700	-0.3	1000	800	10116667
700	-0.3	1000	600	10116667
700	-0.3	1000	400	10116667
700	-0.3	1000	200	10116667
700	-0.3	1000	100	10116667
700	-0.3	1000	50	10116667
700	-0.3	1000	20	10116667
700	-0.3	1000	10	10116667
700	-0.2	4	2000	10733333
700	-0.2	4	1000	11063333
700	-0.2	4	800	11063333
700	-0.2	4	600	11063333
700	-0.2	4	400	11063333
700	-0.2	4	200	11063333
700	-0.2	4	100	11063333
700	-0.2	4	50	11063333
700	-0.2	4	20	11063333
700	-0.2	4	10	11063333
700	-0.2	6	2000	10126667
700	-0.2	6	1000	10116667
700	-0.2	6	800	10116667
700	-0.2	6	600	10116667
700	-0.2	6	400	10116667
700	-0.2	6	200	10116667
700	-0.2	6	100	10116667
700	-0.2	6	50	10116667
700	-0.2	6	20	10116667
700	-0.2	6	10	10116667
700	-0.2	8	2000	10126667
700	-0.2	8	1000	10116667
700	-0.2	8	800	10116667
700	-0.2	8	600	10116667
700	-0.2	8	400	10116667
700	-0.2	8	200	10116667
700	-0.2	8	100	10116667
700	-0.2	8	50	10116667
700	-0.2	8	20	10116667
700	-0.2	8	10	10116667
700	-0.2	10	2000	10126667
700	-0.2	10	1000	10116667
700	-0.2	10	800	10116667
700	-0.2	10	600	10116667
700	-0.2	10	400	10116667
700	-0.2	10	200	10116667
700	-0.2	10	100	10116667
700	-0.2	10	50	10116667
700	-0.2	10	20	10116667
700	-0.2	10	10	10116667
700	-0.2	12	2000	10126667
700	-0.2	12	1000	10116667
700	-0.2	12	800	10116667
700	-0.2	12	600	10116667
700	-0.2	12	400	10116667
700	-0.2	12	200	10116667
700	-0.2	12	100	10116667
700	-0.2	12	50	10116667
700	-0.2	12	20	10116667
700	-0.2	12	10	10116667
700	-0.2	16	2000	10126667
700	-0.2	16	1000	10116667
700	-0.2	16	800	10116667
700	-0.2	16	600	10116667
700	-0.2	16	400	10116667
700	-0.2	16	200	10116667
700	-0.2	16	100	10116667
700	-0.2	16	50	10116667
700	-0.2	16	20	10116667
700	-0.2	16	10	10116667
700	-0.2	20	2000	10126667
700	-0.2	20	1000	10116667
700	-0.2	20	800	10116667
700	-0.2	20	600	10116667
700	-0.2	20	400	10116667
700	-0.2	20	200	10116667
700	-0.2	20	100	10116667
700	-0.2	20	50	10116667
700	-0.2	20	20	10116667
700	-0.2	20	10	10116667
700	-0.2	50	2000	10126667
700	-0.2	50	1000	10116667
700	-0.2	50	800	10116667
700	-0.2	50	600	10116667
700	-0.2	50	400	10116667
700	-0.2	50	200	10116667
700	-0.2	50	100	10116667
700	-0.2	50	50	10116667
700	-0.2	50	20	10116667
700	-0.2	50	10	10116667
700	-0.2	750	2000	10126667
700	-0.2	750	1000	10116667
700	-0.2	750	800	10116667
700	-0.2	750	600	10116667
700	-0.2	750	400	10116667
700	-0.2	750	200	10116667
700	-0.2	750	100	10116667
700	-0.2	750	50	10116667
700	-0.2	750	20	10116667
700	-0.2	750	10	10116667
700	-0.2	1000	2000	10126667
700	-0.2	1000	1000	10116667
700	-0.2	1000	800	10116667
700	-0.2	1000	600	10116667
700	-0.2	1000	400	10116667
700	-0.2	1000	200	10116667
700	-0.2	1000	100	10116667
700	-0.2	1000	50	10116667
700	-0.2	1000	20	10116667
700	-0.2	1000	10	10116667
700	-0.1	4	2000	10733333
700	-0.1	4	1000	11063333
700	-0.1	4	800	11063333
700	-0.1	4	600	11063333
700	-0.1	4	400	11063333
700	-0.1	4	200	11063333
700	-0.1	4	100	11063333
700	-0.1	4	50	11063333
700	-0.1	4	20	11063333
700	-0.1	4	10	11063333
700	-0.1	6	2000	10126667
700	-0.1	6	1000	10116667
700	-0.1	6	800	10116667
700	-0.1	6	600	10116667
700	-0.1	6	400	10116667
700	-0.1	6	200	10116667
700	-0.1	6	100	10116667
700	-0.1	6	50	10116667
700	-0.1	6	20	10116667
700	-0.1	6	10	10116667
700	-0.1	8	2000	10126667
700	-0.1	8	1000	10116667
700	-0.1	8	800	10116667
700	-0.1	8	600	10116667
700	-0.1	8	400	10116667
700	-0.1	8	200	10116667
700	-0.1	8	100	10116667
700	-0.1	8	50	10116667
700	-0.1	8	20	10116667
700	-0.1	8	10	10116667
700	-0.1	10	2000	10126667
700	-0.1	10	1000	10116667
700	-0.1	10	800	10116667
700	-0.1	10	600	10116667
700	-0.1	10	400	10116667
700	-0.1	10	200	10116667
700	-0.1	10	100	10116667
700	-0.1	10	50	10116667
700	-0.1	10	20	10116667
700	-0.1	10	10	10116667
700	-0.1	12	2000	10126667
700	-0.1	12	1000	10116667
700	-0.1	12	800	10116667
700	-0.1	12	600	10116667
700	-0.1	12	400	10116667
700	-0.1	12	200	10116667
700	-0.1	12	100	10116667
700	-0.1	12	50	10116667
700	-0.1	12	20	10116667
700	-0.1	12	10	10116667
700	-0.1	16	2000	10126667
700	-0.1	16	1000	10116667
700	-0.1	16	800	10116667
700	-0.1	16	600	10116667
700	-0.1	16	400	10116667
700	-0.1	16	200	10116667
700	-0.1	16	100	10116667
700	-0.1	16	50	10116667
700	-0.1	16	20	10116667
700	-0.1	16	10	10116667
700	-0.1	20	2000	10126667
700	-0.1	20	1000	10116667
700	-0.1	20	800	10116667
700	-0.1	20	600	10116667
700	-0.1	20	400	10116667
700	-0.1	20	200	10116667
700	-0.1	20	100	10116667
700	-0.1	20	50	10116667
700	-0.1	20	20	10116667
700	-0.1	20	10	10116667
700	-0.1	50	2000	10126667
700	-0.1	50	1000	10116667
700	-0.1	50	800	10116667
700	-0.1	50	600	10116667
700	-0.1	50	400	10116667
700	-0.1	50	200	10116667
700	-0.1	50	100	10116667
700	-0.1	50	50	10116667
700	-0.1	50	20	10116667
700	-0.1	50	10	10116667
700	-0.1	750	2000	10126667
700	-0.1	750	1000	10116667
700	-0.1	750	800	10116667
700	-0.1	750	600	10116667
700	-0.1	750	400	10116667
700	-0.1	750	200	10116667
700	-0.1	750	100	10116667
700	-0.1	750	50	10116667
700	-0.1	750	20	10116667
700	-0.1	750	10	10116667
700	-0.1	1000	2000	10126667
700	-0.1	1000	1000	10116667
700	-0.1	1000	800	10116667
700	-0.1	1000	600	10116667
700	-0.1	1000	400	10116667
700	-0.1	1000	200	10116667
700	-0.1	1000	100	10116667
700	-0.1	1000	50	10116667
700	-0.1	1000	20	10116667
700	-0.1	1000	10	10116667
700	0.1	4	2000	0
700	0.1	4	1000	0
700	0.1	4	800	0
700	0.1	4	600	0
700	0.1	4	400	0
700	0.1	4	200	0
700	0.1	4	100	0
700	0.1	4	50	0
700	0.1	4	20	0
700	0.1	4	10	0
700	0.1	6	2000	0
700	0.1	6	1000	0
700	0.1	6	800	0
700	0.1	6	600	0
700	0.1	6	400	0
700	0.1	6	200	0
700	0.1	6	100	0
700	0.1	6	50	0
700	0.1	6	20	0
700	0.1	6	10	0
700	0.1	8	2000	0
